id_asegurado,nombre,cedula,segmento,antigueedad,ciudad,numero_de_polizas,reclamos_ultimos_12_meses,mora_actual,score_cliente_simulado
ASEG-100298,Desiderio Cerdá Pont,0548162734,Corporativo,10,Azogues,1,1,No,74
ASEG-100299,Flora Rius Cortes,0402854103,Corporativo,15,Cuenca,1,0,Sí,80
ASEG-100300,Morena Cabeza Tovar,2048876532,Eándar,12,Cuenca,4,1,No,74
ASEG-100301,Griselda Elisa Aparicio Pellicer,1959854272,Eándar,5,Machala,4,2,Sí,50
ASEG-100302,Iván Sales,1941066332,Premium,7,Loja,3,2,No,86
ASEG-100303,Teófilo del Cabezas,2029325517,Corporativo,5,Machala,3,2,No,58
ASEG-100304,Macaria Palmer Barrera,2414612438,Eándar,3,Loja,4,0,Sí,59
ASEG-100305,Eliana Falcó Carvajal,2030236794,Corporativo,10,Zamora,3,0,Sí,90
ASEG-100306,Apolonia Garay Almazán,1502682055,Premium,10,Zamora,2,0,No,65
ASEG-100307,Rubén Múgica Hervia,0609733555,Eándar,15,Loja,1,2,No,72
ASEG-100308,Rubén Fuertes Bayona,0849440151,Eándar,9,Machala,3,2,Sí,82
ASEG-100309,Claudia de Guijarro,1842434233,Corporativo,11,Machala,4,0,No,57
ASEG-100310,Remedios Coloma Acedo,0336962394,Eándar,12,Machala,3,1,No,55
ASEG-100311,Timoteo Coca-Castillo,2258094388,VIP,3,Zamora,2,3,Sí,65
ASEG-100312,Dionisia de Canet,0912883717,Eándar,11,Cuenca,4,0,Sí,80
ASEG-100313,Blas Alcolea Palma,2024988491,VIP,7,Machala,2,1,Sí,83
ASEG-100314,Macario del Alcázar,1640387419,Corporativo,6,Zamora,1,0,Sí,74
ASEG-100315,Eligio Badía Castañeda,0423812296,VIP,6,Azogues,2,3,No,63
ASEG-100316,Lucila Carballo Bartolomé,2323445961,Eándar,12,Zamora,3,1,No,74
ASEG-100317,Jacinta Paredes Vilanova,0551814981,VIP,13,Cuenca,4,2,No,85
ASEG-100318,Asunción Sans-Vara,0230122806,VIP,5,Azogues,3,2,No,72
ASEG-100319,Marino de Vázquez,1403665654,VIP,6,Loja,3,3,No,55
ASEG-100320,Jenaro Modesto Anguita Barrera,2024986941,Corporativo,14,Zamora,1,0,Sí,71
ASEG-100321,Soraya Querol Roldan,1126763877,VIP,12,Cuenca,4,3,Sí,61
ASEG-100322,Jose Luis Salcedo Beltrán,0552277238,Eándar,2,Loja,4,0,Sí,75
ASEG-100323,Felipe Colomer Bastida,0302168323,VIP,8,Azogues,2,1,Sí,51
ASEG-100324,Emigdio Morcillo Piquer,2228349524,Corporativo,3,Loja,2,3,No,83
ASEG-100325,Luisa Emilia Santiago Vega,1024203414,Eándar,1,Azogues,2,2,No,80
ASEG-100326,Irene Ariel Carbó Garrido,0159940428,Premium,13,Azogues,1,2,Sí,76
ASEG-100327,Jennifer Gracia Riba,1432768206,Premium,9,Azogues,3,2,No,76
ASEG-100328,Sarita Santana Pujadas,0311144745,VIP,1,Cuenca,2,0,Sí,61
ASEG-100329,Pastora Bustamante Milla,1021400021,Corporativo,5,Loja,4,2,No,94
ASEG-100330,Estefanía Jara Perelló,1108907047,Premium,15,Loja,3,3,Sí,57
ASEG-100331,Olegario Sánchez Bautista,1332917069,Premium,8,Cuenca,4,2,No,60
ASEG-100332,Severo Blázquez Buendía,2445261882,Premium,2,Loja,2,3,No,50
ASEG-100333,Ariadna Peralta Castillo,0941700742,Premium,6,Cuenca,1,1,Sí,81
ASEG-100334,América del Carvajal,2243970312,Eándar,3,Loja,4,1,No,85
ASEG-100335,Felicidad Rocha Aznar,1551631847,Corporativo,9,Machala,3,3,Sí,86
ASEG-100336,Marcelo Fabricio Ortiz Calleja,1823485816,Premium,8,Cuenca,3,2,No,79
ASEG-100337,Lilia Garcia-Cortes,2143108724,Eándar,11,Loja,4,1,No,85
ASEG-100338,Consuelo Campoy Ordóñez,2023615087,Premium,3,Cuenca,1,1,Sí,81
ASEG-100339,Flor de Lopez,0405865726,VIP,4,Cuenca,1,0,Sí,91
ASEG-100340,Coral Romeu-Amo,0338059439,Eándar,14,Zamora,3,0,Sí,69
ASEG-100341,Áurea Máxima Lastra Andres,0740751524,Premium,9,Loja,4,0,No,93
ASEG-100342,Elías Mendizábal Nicolás,2354175560,Corporativo,15,Zamora,3,2,No,73
ASEG-100343,Adelaida Escudero Clemente,2138325358,VIP,6,Zamora,4,3,No,50
ASEG-100344,Máxima Pérez-Baños,1040180927,VIP,1,Loja,3,1,Sí,52
ASEG-100345,Raimundo Anglada Bravo,1211352800,Corporativo,10,Zamora,2,0,No,80
ASEG-100346,Concepción Peñalver,1657806087,Corporativo,2,Cuenca,1,2,No,77
ASEG-100347,Jenny Nogueira Criado,0417896602,Eándar,6,Zamora,2,2,Sí,59
ASEG-100348,Esperanza Morata Blazquez,2259975049,Corporativo,3,Loja,2,2,Sí,80
ASEG-100349,Casemiro Criado Ayala,2405234671,Corporativo,9,Azogues,2,3,No,91
ASEG-100350,Elías Salazar Rodrigo,0746720739,Eándar,2,Azogues,4,3,No,72
ASEG-100351,María Dolores Salamanca Ribas,1125039691,Corporativo,10,Cuenca,2,3,Sí,64
ASEG-100352,Cándido Vila-Carbonell,2221707264,Premium,14,Cuenca,3,0,No,94
ASEG-100353,Irene Cantero Luque,1034372571,Corporativo,10,Loja,2,0,No,87
ASEG-100354,Lara Águila-Mendez,0221276066,Eándar,2,Azogues,4,2,No,56
ASEG-100355,Damián Prats Ballesteros,1053957948,Eándar,3,Loja,2,3,Sí,52
ASEG-100356,Cristian Mata Galván,1723313365,Premium,9,Cuenca,3,0,No,74
ASEG-100357,Roberto Jaume Mancebo,1822331755,Premium,7,Loja,2,1,No,69
ASEG-100358,Azeneth Aguilera Valencia,1135215885,VIP,12,Azogues,2,3,Sí,91
ASEG-100359,Carmelita Castelló Pinto,0620571810,Eándar,13,Azogues,3,3,No,69
ASEG-100360,Ofelia de Vall,2459271173,VIP,10,Zamora,2,1,Sí,93
ASEG-100361,Serafina del Bello,1206456731,Corporativo,8,Loja,4,1,Sí,62
ASEG-100362,Tere Arnal Rubio,0237024799,Premium,2,Cuenca,2,3,No,94
ASEG-100363,Jeremías Bermejo Millán,1514768736,Eándar,9,Machala,1,3,No,52
ASEG-100364,Inés Quiroga-Rios,1743755603,VIP,8,Cuenca,4,2,No,79
ASEG-100365,Baudelio Hermenegildo Almansa Morcillo,1426051841,Eándar,3,Cuenca,2,3,No,70
ASEG-100366,Salvador Seguí Paredes,0114888035,Premium,12,Zamora,1,0,Sí,95
ASEG-100367,Isaías Camacho Hervia,2120779612,Corporativo,1,Zamora,2,2,Sí,60
ASEG-100368,Marita Pérez Zamora,0650379217,Premium,4,Cuenca,1,2,Sí,79
ASEG-100369,Hector Menéndez Nicolás,1648642641,Corporativo,2,Zamora,1,1,No,89
ASEG-100370,Flavio de Benito,0701031056,VIP,6,Azogues,1,0,Sí,76
ASEG-100371,Melisa Carbonell,0652665597,VIP,15,Cuenca,1,0,No,70
ASEG-100372,Lina Ferrera,1307804185,VIP,9,Machala,4,1,Sí,89
ASEG-100373,Felicia Coloma Guzman,0447694696,VIP,7,Loja,3,2,No,58
ASEG-100374,Camilo Jaén Figueroa,1935641678,Premium,1,Azogues,1,0,No,90
ASEG-100375,Marcial Coronado Benet,2417943566,Eándar,11,Loja,2,2,No,54
ASEG-100376,Rolando Uribe Simó,1045713359,Eándar,14,Machala,2,1,No,71
ASEG-100377,Pía Sanchez-Moraleda,1606468534,Corporativo,15,Zamora,1,2,No,85
ASEG-100378,Bárbara Sabater Bayo,0115397010,Eándar,6,Azogues,4,1,No,61
ASEG-100379,Isaura Mateo Llobet,0427304423,Corporativo,14,Azogues,3,1,No,61
ASEG-100380,Amor Ortiz-Vera,1207940451,Premium,6,Loja,4,2,No,59
ASEG-100381,Fabián Serrano Sans,1759203811,VIP,15,Loja,1,0,No,79
ASEG-100382,Ambrosio Peinado Madrid,0447707621,Premium,4,Loja,3,2,No,78
ASEG-100383,Mohamed Bosch Vendrell,0911195154,VIP,5,Loja,2,2,Sí,60
ASEG-100384,Joaquina Armengol Sandoval,1048500902,Corporativo,1,Loja,1,3,No,61
ASEG-100385,Modesta Fabra-Montoya,1958663872,Eándar,15,Azogues,4,1,Sí,94
ASEG-100386,Juanita Leyre Contreras Barrio,0433674918,VIP,15,Zamora,3,3,Sí,94
ASEG-100387,Aroa Nuñez Blasco,1134014826,VIP,10,Machala,2,0,No,95
ASEG-100388,Mireia Duque,1146754468,Premium,8,Loja,4,0,No,63
ASEG-100389,Duilio Río Saavedra,1435361678,Corporativo,2,Azogues,4,2,Sí,78
ASEG-100390,Lourdes Cuenca,1030187346,Eándar,2,Cuenca,2,1,Sí,59
ASEG-100391,Florencia Luna Ponce,1542642820,VIP,15,Cuenca,4,2,Sí,87
ASEG-100392,Remedios Neira Badía,2044123509,VIP,2,Loja,3,0,Sí,77
ASEG-100393,Ana Sofía Murcia Busquets,1353335647,Premium,9,Azogues,4,2,No,59
ASEG-100394,Nidia del Luz,2211007444,Premium,2,Machala,2,3,No,94
ASEG-100395,Porfirio Conesa-Mínguez,1441554316,Eándar,10,Azogues,4,1,No,76
ASEG-100396,Lupe Cid Olmo,1920043591,Eándar,3,Azogues,3,3,Sí,83
ASEG-100397,Nacio Paco Pou Castelló,0314790676,VIP,10,Azogues,1,2,Sí,80
ASEG-100398,Olga Anselma Menendez Peñas,1735339218,VIP,12,Zamora,3,0,No,87
ASEG-100399,Ruth Castell Zurita,1906270416,Eándar,14,Cuenca,3,2,Sí,89
ASEG-100400,Mohamed Roda Verdugo,0920115144,Premium,5,Machala,2,3,Sí,83
ASEG-100401,Agustina Pareja Mendizábal,1109588747,Corporativo,4,Loja,4,1,Sí,86
ASEG-100402,Custodio Noguera Torre,0252804448,Premium,7,Machala,4,3,No,59
ASEG-100403,Daniel Cervantes,1402733594,Eándar,15,Azogues,3,3,No,71
ASEG-100404,Antonio Marqués Cadenas,0902546266,Premium,9,Machala,3,1,No,85
ASEG-100405,Regina Zurita,2208001426,VIP,5,Loja,2,0,Sí,89
ASEG-100406,Natalio Navarro Castro,0246896716,Premium,7,Loja,2,0,Sí,66
ASEG-100407,Florina Calista Cámara Escrivá,1559692494,VIP,5,Machala,2,0,No,53
ASEG-100408,Rufina Yaiza Daza Río,1329281099,Premium,10,Zamora,4,1,No,56
ASEG-100409,Hernán Pastor Gámez,1832697104,VIP,13,Cuenca,4,0,No,59
ASEG-100410,María Jesús López Sanchez,0253133078,Corporativo,8,Loja,4,3,Sí,84
ASEG-100411,Juanito de Mendoza,0139845937,VIP,7,Cuenca,1,0,No,84
ASEG-100412,Yaiza Ferrera Pedro,0337225965,VIP,12,Machala,4,0,No,81
ASEG-100413,Isabela Serrano-Luján,2137117541,Eándar,13,Loja,3,3,No,51
ASEG-100414,Lidia Álamo Riquelme,1103742654,Premium,12,Loja,2,0,Sí,59
ASEG-100415,Sebastian Flores Chacón,2104907114,Eándar,15,Zamora,3,0,No,89
ASEG-100416,Amancio Terrón-Pera,1908147281,Corporativo,6,Cuenca,4,2,Sí,93
ASEG-100417,Aroa de López,1813920103,VIP,3,Azogues,4,1,No,85
ASEG-100418,Rico Cueto Llamas,1519008674,Eándar,15,Cuenca,4,0,Sí,50
ASEG-100419,Yolanda Vilanova Colom,0356848762,Premium,3,Cuenca,3,3,No,65
ASEG-100420,Apolonia Girona Sanmartín,2050149679,VIP,7,Cuenca,1,1,Sí,57
ASEG-100421,Íngrid Amor Ribera,0443752761,VIP,1,Azogues,2,0,Sí,93
ASEG-100422,Hector Vallés Pereira,1611903228,Corporativo,1,Zamora,1,0,Sí,60
ASEG-100423,Guadalupe de Perera,1641875313,VIP,4,Loja,1,2,Sí,56
ASEG-100424,Alberto del Cabeza,2438324481,Premium,4,Cuenca,4,1,No,73
ASEG-100425,Rosa María Coll Cervantes,1551323056,VIP,3,Cuenca,1,3,No,76
ASEG-100426,Eric Sureda Chamorro,1118676616,Premium,2,Cuenca,4,3,Sí,87
ASEG-100427,Jacinta Adadia Bernad,1520482421,Premium,15,Zamora,1,3,Sí,52
ASEG-100428,Eduardo Garriga Conde,2440547848,Premium,2,Zamora,1,3,Sí,58
ASEG-100429,Pascuala del Cantero,1016043786,Eándar,8,Machala,4,1,No,61
ASEG-100430,Diego Eutropio Carro Asenjo,2137063653,VIP,7,Machala,3,1,Sí,89
ASEG-100431,Hugo del Barros,2405930344,Eándar,6,Machala,3,1,Sí,85
ASEG-100432,Silvio Valero Alegre,0522149590,Premium,13,Cuenca,2,2,No,67
ASEG-100433,Maricela Herranz,2232034518,VIP,8,Azogues,3,0,Sí,79
ASEG-100434,Esteban Román Abellán,0338291263,Corporativo,3,Loja,2,0,No,76
ASEG-100435,Feliciana Dalila Riera Exposito,0533462081,Premium,14,Azogues,3,3,No,91
ASEG-100436,Juan Francisco Palomo Bauzà,1646554582,VIP,3,Machala,3,1,No,73
ASEG-100437,Macaria Vera,0213419724,Premium,14,Machala,2,1,Sí,57
ASEG-100438,Manola Almagro,1141215036,VIP,3,Loja,3,3,Sí,84
ASEG-100439,Trinidad Soriano Arranz,0404414302,VIP,11,Machala,3,3,No,86
ASEG-100440,Florentina Izaguirre Alegre,1959467919,Eándar,5,Cuenca,1,3,Sí,78
ASEG-100441,Rocío Bauzà Ochoa,0320652928,Eándar,2,Machala,4,0,No,62
ASEG-100442,Quique de Márquez,1146993181,VIP,7,Zamora,3,0,No,72
ASEG-100443,Alfredo Ortuño Nevado,1038074983,VIP,3,Machala,4,3,Sí,87
ASEG-100444,Severo Sobrino Tejero,0312489099,Corporativo,2,Azogues,1,3,No,76
ASEG-100445,Santiago Cepeda Barroso,1837711355,Eándar,14,Cuenca,3,2,No,85
ASEG-100446,Alicia Marcos Fortuny,0807136619,VIP,7,Zamora,2,3,Sí,51
ASEG-100447,Ruy Flores Arnaiz,0939075586,Corporativo,12,Loja,1,2,Sí,66
ASEG-100448,Úrsula Menéndez Villalba,1901463032,VIP,1,Cuenca,3,2,Sí,82
ASEG-100449,Sabina Sáenz Isern,2117513388,VIP,5,Cuenca,3,0,No,59
ASEG-100450,Renato Feijoo Macias,0542749122,Premium,14,Loja,2,0,No,79
ASEG-100451,Tere Asenjo Mármol,0419433883,VIP,3,Loja,3,0,Sí,64
ASEG-100452,Bernabé Pedro-Rueda,2316329479,Eándar,2,Cuenca,1,3,No,52
ASEG-100453,Perlita Sabater Pomares,0407501204,Eándar,13,Cuenca,1,0,Sí,87
ASEG-100454,Cayetana Valderrama Valencia,0653089938,Premium,14,Cuenca,2,0,Sí,87
ASEG-100455,Ángela Vives Lasa,1717917072,Premium,15,Loja,4,2,Sí,78
ASEG-100456,Prudencio Rodriguez Bermúdez,0629454737,Corporativo,2,Loja,2,3,No,95
ASEG-100457,María Cristina Escribano Marin,1850312636,Corporativo,4,Machala,4,2,No,62
ASEG-100458,Aroa Bernal Mosquera,1653066355,Eándar,2,Loja,2,3,No,94
ASEG-100459,Ezequiel Jacinto Rojas Diaz,0459909354,Corporativo,2,Azogues,2,3,No,67
ASEG-100460,Felicia Salvador Arnal,1927893691,Corporativo,9,Azogues,3,1,No,56
ASEG-100461,María Luisa Royo Llobet,0934610007,Eándar,3,Loja,4,2,Sí,69
ASEG-100462,Anselmo Ramis Parra,2007654425,Corporativo,8,Azogues,3,2,Sí,52
ASEG-100463,Rosario Cuesta,0434840161,VIP,15,Zamora,2,3,No,58
ASEG-100464,Calixto Ríos Arana,2334166655,Corporativo,9,Machala,2,0,No,66
ASEG-100465,Anastasio Guzman Pazos,1936393006,VIP,6,Zamora,1,2,No,56
ASEG-100466,Fátima Antúnez Corral,1224022309,Eándar,14,Zamora,3,0,No,60
ASEG-100467,Flora Peral Saldaña,1820645404,Corporativo,10,Loja,1,2,No,86
ASEG-100468,Luciano Cervantes Ávila,1140462480,VIP,3,Zamora,3,2,No,62
ASEG-100469,Gisela Miralles Lopez,2108520947,Premium,10,Zamora,1,0,No,67
ASEG-100470,Baudelio de Estrada,1944276383,Corporativo,11,Loja,3,1,No,75
ASEG-100471,Lorenza Pombo Carranza,2044710784,Corporativo,4,Machala,4,2,No,86
ASEG-100472,Roldán Juliá-Salmerón,1713116349,VIP,14,Loja,1,1,No,67
ASEG-100473,Mariano Machado,2112641127,VIP,8,Machala,4,3,No,91
ASEG-100474,Chus Casado Cerdá,0712072560,Eándar,12,Loja,4,0,Sí,55
ASEG-100475,Jaime Duque Salgado,2028943609,Premium,4,Machala,1,0,No,81
ASEG-100476,Sandalio Montenegro Olivera,0841835374,Premium,15,Loja,4,1,Sí,56
ASEG-100477,Leonardo Manrique Marín,0724254396,VIP,9,Cuenca,4,3,Sí,67
ASEG-100478,Pelayo Dávila Pardo,1237809684,Eándar,12,Cuenca,2,2,No,69
ASEG-100479,Consuelo Carrión,2205240993,VIP,5,Machala,1,1,No,63
ASEG-100480,Ruy Chamorro,1553867209,Corporativo,8,Cuenca,4,2,No,56
ASEG-100481,Ruperto del Amo,2325368740,Eándar,13,Cuenca,1,1,No,91
ASEG-100482,Manola Peinado Solsona,0132351271,Premium,14,Cuenca,4,2,No,80
ASEG-100483,Belén de Bastida,0916871411,Corporativo,14,Cuenca,2,0,Sí,85
ASEG-100484,Heliodoro Plinio Tejero Zaragoza,2119917140,Corporativo,10,Azogues,3,1,Sí,73
ASEG-100485,Rebeca Recio Benavent,1900579846,Premium,12,Cuenca,2,1,No,68
ASEG-100486,Federico Benavent Sandoval,1314228717,Premium,7,Zamora,2,0,No,66
ASEG-100487,Nieves Villar Ocaña,2039364019,VIP,12,Cuenca,4,1,No,95
ASEG-100488,Valentín Espada Castelló,2442003295,Eándar,1,Zamora,3,3,No,75
ASEG-100489,Lidia Baquero Casanova,0540114345,Eándar,6,Machala,4,1,No,57
ASEG-100490,Calista Mateu,0214923492,VIP,10,Machala,3,2,No,60
ASEG-100491,Cecilio Mora Gomis,2437186709,Premium,1,Machala,2,1,Sí,80
ASEG-100492,Lorenza Luz Bermúdez,0654184498,Corporativo,8,Machala,4,0,Sí,57
ASEG-100493,Clímaco Llobet-Casares,0318115284,Premium,10,Machala,1,1,No,54
ASEG-100494,Marino Juanito Bueno Valverde,1650329137,Eándar,14,Cuenca,3,1,Sí,55
ASEG-100495,Manu Correa Donoso,2354626307,Corporativo,6,Zamora,2,1,Sí,91
ASEG-100496,Pacífica Xiomara Nebot Armengol,1107560227,Corporativo,2,Machala,1,1,Sí,74
ASEG-100497,Apolinar Arroyo Landa,1057614487,VIP,15,Zamora,2,2,Sí,73
ASEG-100498,Rodolfo Riera,0734326044,VIP,10,Azogues,2,3,No,55
ASEG-100499,Micaela Ale Valenciano Manjón,1729667954,Eándar,5,Loja,4,3,Sí,80
